station,taxon_unit,abundance
1030,genus:Lasius,5
1058,genus:Lasius,10
1058,genus:Tapinoma,2
1090,genus:Lasius,2
1090,genus:Myrmica,1
1141,genus:Lasius,92
1141,genus:Tetramorium,5
1166,genus:Formica,2
1166,genus:Hypoponera,3
1166,genus:Lasius,45
1166,genus:Tetramorium,5
1174,genus:Formica,23
1174,genus:Lasius,371
1174,genus:Myrmica,40
1174,genus:Tapinoma,12
1174,genus:Tetramorium,1
1180,genus:Formica,2
1180,genus:Lasius,311
1180,genus:Myrmica,1
1237,genus:Formica,2
1237,genus:Hypoponera,11
1237,genus:Lasius,107
1237,genus:Myrmica,28
1237,genus:Tapinoma,5
1243,genus:Aphaenogaster,1
1243,genus:Hypoponera,1
1243,genus:Lasius,4
1274,genus:Lasius,399
1274,genus:Myrmica,2
1274,genus:Tetramorium,1
1310,genus:Formica,5
1310,genus:Lasius,71
1310,genus:Myrmica,15
1310,genus:Solenopsis,1
1310,genus:Tetramorium,4
1366,genus:Hypoponera,2
1366,genus:Myrmecina,1
137,genus:Lasius,20
1372,genus:Lasius,2
1372,genus:Myrmecina,1
1372,genus:Myrmica,1
1372,genus:Temnothorax,2
1464,genus:Formica,15
1464,genus:Lasius,2
1464,genus:Myrmica,64
1477,genus:Formica,1
1477,genus:Lasius,11
1477,genus:Myrmica,10
1477,genus:Tapinoma,2
1477,genus:Tetramorium,15
1491,genus:Lasius,5
1491,genus:Tetramorium,1
152,genus:Lasius,8
152,genus:Myrmica,1
1537,genus:Lasius,14
1537,genus:Myrmica,6
1549,genus:Formica,2
1549,genus:Lasius,101
1549,genus:Myrmecina,3
1549,genus:Myrmica,16
1549,genus:Temnothorax,5
1549,genus:Tetramorium,6
1556,genus:Camponotus,1
1556,genus:Crematogaster,1
1556,genus:Formica,3
1556,genus:Hypoponera,2
1556,genus:Lasius,143
1556,genus:Myrmica,2
1556,genus:Tapinoma,1
1556,genus:Tetramorium,1
157,genus:Lasius,2
1587,genus:Formica,19
1587,genus:Lasius,308
1660,genus:Lasius,6
1677,genus:Formica,1
1677,genus:Myrmica,19
1686,genus:Formica,229
1686,genus:Leptothorax,1
1686,genus:Myrmica,26
1686,genus:Tapinoma,126
1686,genus:Tetramorium,150
1706,genus:Aphaenogaster,23
1706,genus:Formica,28
1706,genus:Myrmecina,1
1706,genus:Stenamma,1
1768,genus:Aphaenogaster,1
1768,genus:Camponotus,61
1768,genus:Crematogaster,12
1768,genus:Formica,218
1768,genus:Lasius,422
1768,genus:Messor,15
1768,genus:Pheidole,8
1768,genus:Plagiolepis,5
1768,genus:Tapinoma,5
1768,genus:Tetramorium,1
1826,genus:Lasius,298
1826,genus:Tapinoma,2
1826,genus:Tetramorium,1
1837,genus:Formica,6
1837,genus:Lasius,9
1837,genus:Myrmica,4
1837,genus:Solenopsis,2
1837,genus:Temnothorax,1
1837,genus:Tetramorium,59
1875,genus:Formica,22
1875,genus:Lasius,1
1875,genus:Tetramorium,16
1887,genus:Formica,28
1887,genus:Lasius,784
1887,genus:Myrmica,7
1887,genus:Tapinoma,4
1887,genus:Tetramorium,30
1893,genus:Lasius,198
1893,genus:Messor,18
1893,genus:Myrmecina,1
1893,genus:Pheidole,20
1893,genus:Plagiolepis,10
1893,genus:Temnothorax,1
1992,genus:Camponotus,7
1992,genus:Cataglyphis,3
1992,genus:Formica,242
1992,genus:Messor,39
1992,genus:Pheidole,27
1992,genus:Tetramorium,4
1996,genus:Crematogaster,6
1996,genus:Formica,18
1996,genus:Lasius,1198
1996,genus:Myrmica,3
1996,genus:Tapinoma,9
1996,genus:Temnothorax,1
1996,genus:Tetramorium,1
2011,genus:Formica,1
2011,genus:Myrmica,1
2011,genus:Tapinoma,6
2011,genus:Tetramorium,9
2021,genus:Formica,548
2021,genus:Myrmecina,1
2021,genus:Myrmica,1
2021,genus:Tapinoma,3
2034,genus:Camponotus,16
2034,genus:Crematogaster,42
2034,genus:Messor,10
2034,genus:Pheidole,21
2034,genus:Plagiolepis,8
2034,genus:Solenopsis,2
2034,genus:Temnothorax,3
2034,genus:Tetramorium,5
2076,genus:Messor,11
2076,genus:Tapinoma,5
2076,genus:Tetramorium,4
215,genus:Lasius,70
215,genus:Myrmica,22
215,genus:Stenamma,6
2205,genus:Aphaenogaster,6
2205,genus:Camponotus,10
2205,genus:Crematogaster,18
2205,genus:Formica,77
2205,genus:Lasius,5
2205,genus:Pheidole,3
2205,genus:Temnothorax,9
223,genus:Myrmica,17
2257,genus:Aphaenogaster,3
2257,genus:Formica,7
2257,genus:Hypoponera,1
2257,genus:Lasius,5
2257,genus:Stenamma,1
2257,genus:Temnothorax,3
2260,genus:Camponotus,16
2260,genus:Crematogaster,1
2260,genus:Lasius,73
2260,genus:Pheidole,5
2260,genus:Temnothorax,2
2312,genus:Formica,541
2312,genus:Leptothorax,1
2312,genus:Myrmica,343
2312,genus:Tetramorium,11
288,genus:Aphaenogaster,7
288,genus:Formica,19
288,genus:Lasius,102
288,genus:Myrmica,4
288,genus:Tetramorium,2
391,genus:Hypoponera,2
391,genus:Lasius,262
391,genus:Myrmecina,9
391,genus:Myrmica,15
391,genus:Temnothorax,4
391,genus:Tetramorium,2
476,genus:Lasius,522
620,genus:Lasius,4
620,genus:Myrmica,49
620,genus:Stenamma,1
633,genus:Myrmecina,1
644,genus:Myrmica,56
644,genus:Stenamma,3
730,genus:Hypoponera,1
730,genus:Lasius,205
788,genus:Formica,4
788,genus:Lasius,19
788,genus:Myrmica,1
792,genus:Aphaenogaster,1
792,genus:Myrmecina,1
792,genus:Myrmica,6
805,genus:Myrmecina,1
812,genus:Lasius,66
812,genus:Myrmica,17
812,genus:Stenamma,1
812,genus:Temnothorax,2
827,genus:Lasius,63
827,genus:Myrmica,39
827,genus:Solenopsis,1
870,genus:Lasius,4
870,genus:Myrmica,3
926,genus:Lasius,59
926,genus:Myrmica,5
926,genus:Temnothorax,6
