taxon_unit_rtu,taxon_unit_species,taxon_unit_genus,taxon_unit_family,taxo_level,species_key,binomial,genus,family,order,class,valid_name,name
species:cdnom:8520,species:cdnom:8520,genus:Nebria,family:Carabidae,species,cdnom:8520,Nebria salina,Nebria,Carabidae,Coleoptera,Insecta,"Nebria salina Fairmaire & Laboulbène, 1854",Nebria salina
species:cdnom:794284,species:cdnom:794284,genus:Bembidion,family:Carabidae,species,cdnom:794284,Bembidion latinum,Bembidion,Carabidae,Coleoptera,Insecta,"Bembidion latinum Netolitzky, 1911",Bembidion latinum
species:cdnom:222409,species:cdnom:222409,genus:Anisodactylus,family:Carabidae,species,cdnom:222409,Anisodactylus signatus,Anisodactylus,Carabidae,Coleoptera,Insecta,"Anisodactylus signatus (Panzer, 1796)",Anisodactylus signatus
species:cdnom:9376,species:cdnom:9376,genus:Chlaenius,family:Carabidae,species,cdnom:9376,Chlaenius chrysocephalus,Chlaenius,Carabidae,Coleoptera,Insecta,"Chlaenius chrysocephalus (Rossi, 1790)",Chlaenius chrysocephalus
species:cdnom:222468,species:cdnom:222468,genus:Semiophonus,family:Carabidae,species,cdnom:222468,Semiophonus signaticornis,Semiophonus,Carabidae,Coleoptera,Insecta,"Semiophonus signaticornis (Duftschmid, 1812)",Semiophonus signaticornis
species:cdnom:9311,species:cdnom:9311,genus:Harpalus,family:Carabidae,species,cdnom:9311,Harpalus latus,Harpalus,Carabidae,Coleoptera,Insecta,"Harpalus latus (Linnaeus, 1758)",Harpalus latus
species:cdnom:8402,species:cdnom:8402,genus:Carabus,family:Carabidae,species,cdnom:8402,Carabus monilis,Carabus,Carabidae,Coleoptera,Insecta,"Carabus monilis Fabricius, 1792",Carabus monilis
species:cdnom:9078,species:cdnom:9078,genus:Pterostichus,family:Carabidae,species,cdnom:9078,Pterostichus cristatus,Pterostichus,Carabidae,Coleoptera,Insecta,"Pterostichus cristatus (L. Dufour, 1820)",Pterostichus cristatus
species:cdnom:222545,species:cdnom:222545,genus:Poecilus,family:Carabidae,species,cdnom:222545,Poecilus kugelanni,Poecilus,Carabidae,Coleoptera,Insecta,"Poecilus kugelanni (Panzer, 1797)",Poecilus kugelanni
species:cdnom:9230,species:cdnom:9230,genus:Amara,family:Carabidae,species,cdnom:9230,Amara tibialis,Amara,Carabidae,Coleoptera,Insecta,"Amara tibialis (Paykull, 1798)",Amara tibialis
species:cdnom:222450,species:cdnom:222450,genus:Harpalus,family:Carabidae,species,cdnom:222450,Harpalus cupreus,Harpalus,Carabidae,Coleoptera,Insecta,"Harpalus cupreus Dejean, 1829",Harpalus cupreus
species:cdnom:9300,species:cdnom:9300,genus:Harpalus,family:Carabidae,species,cdnom:9300,Harpalus attenuatus,Harpalus,Carabidae,Coleoptera,Insecta,"Harpalus attenuatus Stephens, 1828",Harpalus attenuatus
species:cdnom:8780,species:cdnom:8780,genus:Calathus,family:Carabidae,species,cdnom:8780,Calathus circumseptus,Calathus,Carabidae,Coleoptera,Insecta,"Calathus circumseptus Germar, 1823",Calathus circumseptus
species:cdnom:222557,species:cdnom:222557,genus:Pterostichus,family:Carabidae,species,cdnom:222557,Pterostichus niger,Pterostichus,Carabidae,Coleoptera,Insecta,"Pterostichus niger (Schaller, 1783)",Pterostichus niger
species:cdnom:9066,species:cdnom:9066,genus:Stomis,family:Carabidae,species,cdnom:9066,Stomis pumicatus,Stomis,Carabidae,Coleoptera,Insecta,"Stomis pumicatus (Panzer, 1796)",Stomis pumicatus
species:cdnom:9318,species:cdnom:9318,genus:Harpalus,family:Carabidae,species,cdnom:9318,Harpalus neglectus,Harpalus,Carabidae,Coleoptera,Insecta,"Harpalus neglectus Audinet-Serville, 1821",Harpalus neglectus
species:cdnom:9320,species:cdnom:9320,genus:Harpalus,family:Carabidae,species,cdnom:9320,Harpalus oblitus,Harpalus,Carabidae,Coleoptera,Insecta,"Harpalus oblitus Dejean, 1829",Harpalus oblitus
species:cdnom:9315,species:cdnom:9315,genus:Harpalus,family:Carabidae,species,cdnom:9315,Harpalus sulphuripes,Harpalus,Carabidae,Coleoptera,Insecta,"Harpalus sulphuripes Germar, 1823",Harpalus sulphuripes
