assemblage_id,scenario,scenario_family,baseline_scenario,unit_type,iter,n_sampled_stations,n_positive_stations,mean_total_abundance,mean_q0,mean_q1,mean_q2,gamma
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,15,68,68,34.588235294117645,6.75,4.356958837610333,3.3994519817464055,78
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,16,68,68,34.588235294117645,6.794117647058823,4.32201748834136,3.341522654380591,79
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,17,68,68,34.588235294117645,6.926470588235294,4.4257439497291955,3.430905110863605,81
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,18,68,68,34.588235294117645,6.794117647058823,4.4445144821185005,3.462014554748816,80
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,19,68,68,34.588235294117645,6.661764705882353,4.30819175051384,3.3591606780420857,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,20,68,68,34.588235294117645,6.838235294117647,4.4021820294183565,3.428609996248402,80
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,21,68,68,34.588235294117645,6.647058823529412,4.309795221057417,3.3804603608481156,79
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,22,68,68,34.588235294117645,6.720588235294118,4.378446166188066,3.431809814400631,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,23,68,68,34.588235294117645,6.779411764705882,4.340178010312219,3.372533283850152,75
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,24,68,68,34.588235294117645,6.823529411764706,4.386979859320856,3.399422269671819,80
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,25,68,68,34.588235294117645,6.8088235294117645,4.402290107937377,3.406995921984477,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,26,68,68,34.588235294117645,6.735294117647059,4.326178264527717,3.3760571227303613,78
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,27,68,68,34.588235294117645,6.676470588235294,4.321342480707847,3.3860323342962673,76
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,28,68,68,34.588235294117645,6.75,4.274872581154872,3.3073239367786895,77
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,29,68,68,34.588235294117645,6.764705882352941,4.372640010366044,3.392006690514967,79
collembola_soil_core,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,30,68,68,34.588235294117645,6.720588235294118,4.369030891512528,3.4208915793384103,75
