source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:9165,Molops,NA,NA,NA,NA,no_candidate,10,0.1,FALSE,0
species:cdnom:8729,Trechus,NA,NA,NA,NA,no_candidate,88,0.1,FALSE,0
species:cdnom:222539,Poecilus,NA,species:cdnom:795439,Poecilus,NA,coherent_random,4737,0.1,TRUE,473.70000000000005
species:cdnom:8639,Bembidion,NA,species:cdnom:8632,Bembidion,NA,coherent_random,51,0.1,TRUE,5.1000000000000005
species:cdnom:8548,Clivina,NA,NA,NA,NA,no_candidate,24,0.1,FALSE,0
species:cdnom:222559,Pterostichus,NA,species:cdnom:222557,Pterostichus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:794296,Bembidion,NA,species:cdnom:795216,Bembidion,NA,coherent_random,22,0.1,TRUE,2.2
species:cdnom:222441,Parophonus,NA,NA,NA,NA,no_candidate,14,0.1,FALSE,0
species:cdnom:9193,Amara,NA,species:cdnom:9212,Amara,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:9306,Harpalus,NA,species:cdnom:9315,Harpalus,NA,coherent_random,93,0.1,TRUE,9.3
species:cdnom:8628,Bembidion,NA,species:cdnom:780498,Bembidion,NA,coherent_random,202,0.1,TRUE,20.200000000000003
species:cdnom:222383,Anchomenus,NA,NA,NA,NA,no_candidate,427,0.1,FALSE,0
species:cdnom:794298,Bembidion,NA,species:cdnom:780498,Bembidion,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:222449,Harpalus,NA,species:cdnom:9298,Harpalus,NA,coherent_random,149,0.1,TRUE,14.9
species:cdnom:795216,Bembidion,NA,species:cdnom:8628,Bembidion,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:8526,Notiophilus,NA,species:cdnom:8531,Notiophilus,NA,coherent_random,21,0.1,TRUE,2.1
species:cdnom:8632,Bembidion,NA,species:cdnom:794284,Bembidion,NA,coherent_random,76,0.1,TRUE,7.6000000000000005
species:cdnom:222478,Ophonus,NA,species:cdnom:222482,Ophonus,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:9353,Acupalpus,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:223010,Notiophilus,NA,species:cdnom:8526,Notiophilus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9277,Brachinus,NA,species:cdnom:9285,Brachinus,NA,coherent_random,309,0.1,TRUE,30.900000000000002
species:cdnom:0,Brachinus,NA,species:cdnom:9277,Brachinus,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:9280,Brachinus,NA,species:cdnom:9277,Brachinus,NA,coherent_random,23,0.1,TRUE,2.3000000000000003
species:cdnom:9285,Brachinus,NA,species:cdnom:9277,Brachinus,NA,coherent_random,33,0.1,TRUE,3.3000000000000003
species:cdnom:9275,Gynandromorphus,NA,NA,NA,NA,no_candidate,10,0.1,FALSE,0
species:cdnom:8531,Notiophilus,NA,species:cdnom:223010,Notiophilus,NA,coherent_random,132,0.1,TRUE,13.200000000000001
species:cdnom:222940,Asaphidion,NA,species:cdnom:222945,Asaphidion,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:8838,Platynus,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:222552,Pterostichus,NA,species:cdnom:9136,Pterostichus,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:794337,Chlaenius,NA,species:cdnom:9389,Chlaenius,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9389,Chlaenius,NA,species:cdnom:9376,Chlaenius,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:222829,Tachyura,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:8784,Calathus,NA,species:cdnom:222355,Calathus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:8239,Syntomus,NA,species:cdnom:222315,Syntomus,NA,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:222315,Syntomus,NA,species:cdnom:8239,Syntomus,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:222355,Calathus,NA,species:cdnom:8782,Calathus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:9231,Amara,NA,species:cdnom:9192,Amara,NA,coherent_random,15,0.1,TRUE,1.5
species:cdnom:9435,Demetrias,NA,NA,NA,NA,no_candidate,7,0.1,FALSE,0
species:cdnom:8321,Cicindela,NA,NA,NA,NA,no_candidate,4,0.1,FALSE,0
species:cdnom:9207,Amara,NA,species:cdnom:9231,Amara,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:222558,Pterostichus,NA,species:cdnom:9103,Pterostichus,NA,coherent_random,125,0.1,TRUE,12.5
species:cdnom:8700,Tachys,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:222456,Harpalus,NA,species:cdnom:9327,Harpalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:8540,Loricera,NA,NA,NA,NA,no_candidate,110,0.1,FALSE,0
species:cdnom:222945,Asaphidion,NA,species:cdnom:222940,Asaphidion,NA,coherent_random,15,0.1,TRUE,1.5
species:cdnom:780498,Bembidion,NA,species:cdnom:8617,Bembidion,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:9136,Pterostichus,NA,species:cdnom:222559,Pterostichus,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:8819,Agonum,NA,species:cdnom:8826,Agonum,NA,coherent_random,71,0.1,TRUE,7.1000000000000005
species:cdnom:8533,Notiophilus,NA,species:cdnom:8531,Notiophilus,NA,coherent_random,52,0.1,TRUE,5.2
species:cdnom:8617,Bembidion,NA,species:cdnom:794284,Bembidion,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:9206,Amara,NA,species:cdnom:9192,Amara,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9310,Harpalus,NA,species:cdnom:222449,Harpalus,NA,coherent_random,26,0.1,TRUE,2.6
species:cdnom:8520,Nebria,NA,species:cdnom:8506,Nebria,NA,coherent_random,95,0.1,TRUE,9.5
species:cdnom:794284,Bembidion,NA,species:cdnom:8617,Bembidion,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:222409,Anisodactylus,NA,species:cdnom:9291,Anisodactylus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9376,Chlaenius,NA,species:cdnom:9389,Chlaenius,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:222468,Semiophonus,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:9311,Harpalus,NA,species:cdnom:222451,Harpalus,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:8402,Carabus,NA,species:cdnom:8379,Carabus,NA,coherent_random,31,0.1,TRUE,3.1
species:cdnom:9078,Pterostichus,NA,species:cdnom:9136,Pterostichus,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:222545,Poecilus,NA,species:cdnom:795439,Poecilus,NA,coherent_random,28,0.1,TRUE,2.8000000000000003
species:cdnom:9230,Amara,NA,species:cdnom:9212,Amara,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:222450,Harpalus,NA,species:cdnom:9304,Harpalus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:9300,Harpalus,NA,species:cdnom:9306,Harpalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:8780,Calathus,NA,species:cdnom:8782,Calathus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:222557,Pterostichus,NA,species:cdnom:9078,Pterostichus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9066,Stomis,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:9318,Harpalus,NA,species:cdnom:222451,Harpalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9320,Harpalus,NA,species:cdnom:9304,Harpalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9315,Harpalus,NA,species:cdnom:222455,Harpalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:795439,Poecilus,NA,species:cdnom:222541,Poecilus,NA,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:222652,Amara,NA,species:cdnom:9193,Amara,NA,coherent_random,10,0.1,TRUE,1
species:cdnom:9168,Cymindis,NA,NA,NA,NA,no_candidate,4,0.1,FALSE,0
species:cdnom:222465,Pseudoophonus,NA,species:cdnom:222466,Pseudoophonus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:222482,Ophonus,NA,species:cdnom:222478,Ophonus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9103,Pterostichus,NA,species:cdnom:9100,Pterostichus,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:8820,Agonum,NA,species:cdnom:8826,Agonum,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:8379,Carabus,NA,species:cdnom:8428,Carabus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:222508,Badister,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:222538,Pedius,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:251435,Carabus,NA,species:cdnom:8369,Carabus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:8502,Leistus,NA,species:cdnom:8503,Leistus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:8826,Agonum,NA,species:cdnom:8820,Agonum,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:795386,Bembidion,NA,species:cdnom:780498,Bembidion,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:794235,Dyschirius,NA,species:cdnom:8558,Dyschirius,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:795219,Bembidion,NA,species:cdnom:8617,Bembidion,NA,coherent_random,17,0.1,TRUE,1.7000000000000002
species:cdnom:222568,Pterostichus,NA,species:cdnom:9136,Pterostichus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:222547,Poecilus,NA,species:cdnom:222541,Poecilus,NA,coherent_random,37,0.1,TRUE,3.7
species:cdnom:222451,Harpalus,NA,species:cdnom:9316,Harpalus,NA,coherent_random,17,0.1,TRUE,1.7000000000000002
species:cdnom:9309,Harpalus,NA,species:cdnom:9318,Harpalus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:222356,Calathus,NA,species:cdnom:8784,Calathus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:9212,Amara,NA,species:cdnom:9206,Amara,NA,coherent_random,24,0.1,TRUE,2.4000000000000004
species:cdnom:8558,Dyschirius,NA,species:cdnom:794235,Dyschirius,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:9217,Amara,NA,species:cdnom:9207,Amara,NA,coherent_random,32,0.1,TRUE,3.2
species:cdnom:222352,Platyderus,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:8447,Carabus,NA,species:cdnom:8428,Carabus,NA,coherent_random,1,0.1,TRUE,0.1
