source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:1180,Haplodrassus,1180,species:cdref:233340,Haplodrassus,233340,coherent_random,24,0.1,TRUE,2.4000000000000004
species:cdnom:806888,Agyneta,806888,species:cdref:806882,Agyneta,806882,coherent_random,77,0.1,TRUE,7.7
species:cdnom:233745,Prinerigone,233745,NA,NA,NA,no_candidate,19,0.1,FALSE,0
species:cdnom:233806,Trichopterna,233806,species:cdnom:233805,Trichopterna,233805,coherent_random,15,0.1,TRUE,1.5
species:cdnom:233880,Pardosa,233880,species:cdref:233878,Pardosa,233878,coherent_random,9,0.1,TRUE,0.9
species:cdnom:907035,Pardosa,907035,species:cdnom:1937,Pardosa,1937,coherent_random,1024,0.1,TRUE,102.4
species:cdnom:907604,Haplodrassus,907604,species:cdnom:1182,Haplodrassus,1182,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233458,Alioranus,233458,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233757,Silometopus,233757,species:cdref:303581,Silometopus,303581,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233354,Micaria,233354,species:cdref:302905,Micaria,302905,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1759,Zora,1759,species:cdref:457348,Zora,457348,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:719821,Eratigena,719821,species:cdref:719819,Eratigena,719819,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233660,Metopobactrus,NA,species:cdref:303431,Metopobactrus,303431,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1788,Phrurolithus,1788,species:cdref:302448,Phrurolithus,302448,coherent_random,4,0.1,TRUE,0.4
species:cdnom:1894,Alopecosa,1894,species:cdnom:1899,Alopecosa,1899,coherent_random,23,0.1,TRUE,2.3000000000000003
species:cdnom:457240,Ipa,457240,species:cdref:905955,Ipa,905955,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1781,Scotina,1781,species:cdref:1782,Scotina,1782,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:457342,Pardosa,457342,species:cdref:303972,Pardosa,303972,coherent_random,616,0.1,TRUE,61.6
species:cdnom:457273,Oonops,457273,species:cdref:457274,Oonops,457274,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233321,Drassyllus,233321,species:cdnom:233317,Drassyllus,233317,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:233417,Zelotes,233417,species:cdref:1201,Zelotes,1201,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233864,Scotina,233864,species:cdnom:1781,Scotina,1781,coherent_random,9,0.1,TRUE,0.9
species:cdnom:887090,Alopecosa,887090,species:cdref:1895,Alopecosa,1895,coherent_random,4,0.1,TRUE,0.4
species:cdnom:1897,Alopecosa,1897,species:cdref:303864,Alopecosa,303864,coherent_random,46,0.1,TRUE,4.6000000000000005
species:cdnom:1872,Hahnia,1872,species:cdnom:1873,Hahnia,1873,coherent_random,54,0.1,TRUE,5.4
species:cdnom:924,Aulonia,924,NA,NA,NA,no_candidate,71,0.1,FALSE,0
species:cdnom:1924,Pardosa,1924,species:cdref:233886,Pardosa,233886,coherent_random,53,0.1,TRUE,5.300000000000001
species:cdnom:233832,Walckenaeria,233832,species:cdref:233850,Walckenaeria,233850,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:806889,Agyneta,806889,species:cdref:907025,Agyneta,907025,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:1378,Centromerus,1378,species:cdref:458707,Centromerus,458707,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1421,Minyriolus,1421,species:cdref:233671,Minyriolus,233671,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:233830,Walckenaeria,233830,species:cdref:233837,Walckenaeria,233837,coherent_random,26,0.1,TRUE,2.6
species:cdnom:1774,Agroeca,1774,species:cdref:233855,Agroeca,233855,coherent_random,9,0.1,TRUE,0.9
species:cdnom:1664,Xysticus,1664,species:cdref:1648,Xysticus,1648,coherent_random,1,0.1,TRUE,0.1
species:cdnom:791746,Iberina,791746,species:cdref:791750,Iberina,791750,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1941,Trochosa,1941,species:cdref:1944,Trochosa,1944,coherent_random,71,0.1,TRUE,7.1000000000000005
species:cdnom:1455,Gongylidiellum,1455,species:cdref:303290,Gongylidiellum,303290,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233783,Tenuiphantes,233783,species:cdref:233785,Tenuiphantes,233785,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1927,Pardosa,1927,species:cdref:457343,Pardosa,457343,coherent_random,403,0.1,TRUE,40.300000000000004
species:cdnom:1922,Pardosa,1922,species:cdref:304000,Pardosa,304000,coherent_random,60,0.1,TRUE,6
species:cdnom:233694,Palliduphantes,233694,species:cdref:233711,Palliduphantes,233711,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234166,Ozyptila,234166,species:cdnom:234165,Ozyptila,234165,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233387,Trachyzelotes,233387,NA,NA,NA,no_candidate,16,0.1,FALSE,0
species:cdnom:1323,Enoplognatha,1323,species:cdref:1325,Enoplognatha,1325,coherent_random,11,0.1,TRUE,1.1
species:cdnom:457392,Xysticus,457392,species:cdref:1658,Xysticus,1658,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:233170,Histopona,233170,NA,NA,NA,no_candidate,20,0.1,FALSE,0
species:cdnom:886,Atypus,886,species:cdref:887,Atypus,887,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233668,Microneta,233668,NA,NA,NA,no_candidate,43,0.1,FALSE,0
species:cdnom:1786,Phrurolithus,1786,species:cdref:1787,Phrurolithus,1787,coherent_random,22,0.1,TRUE,2.2
species:cdnom:233527,Diplocephalus,233527,species:cdref:233528,Diplocephalus,233528,coherent_random,63,0.1,TRUE,6.300000000000001
species:cdnom:1446,Erigone,1446,species:cdref:233559,Erigone,233559,coherent_random,265,0.1,TRUE,26.5
species:cdnom:1504,Pelecopsis,1504,species:cdref:233717,Pelecopsis,233717,coherent_random,123,0.1,TRUE,12.3
species:cdnom:233787,Tenuiphantes,233787,species:cdref:233785,Tenuiphantes,233785,coherent_random,179,0.1,TRUE,17.900000000000002
species:cdnom:457316,Pachygnatha,457316,species:cdnom:234067,Pachygnatha,234067,coherent_random,248,0.1,TRUE,24.8
species:cdnom:719829,Civizelotes,719829,species:cdref:719830,Civizelotes,719830,coherent_random,27,0.1,TRUE,2.7
species:cdnom:938619,Micaria,938619,species:cdref:302905,Micaria,302905,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:1405,Diplostyla,1405,NA,NA,NA,no_candidate,30,0.1,FALSE,0
species:cdnom:233781,Tenuiphantes,233781,species:cdnom:233787,Tenuiphantes,233787,coherent_random,15,0.1,TRUE,1.5
species:cdnom:806894,Piratula,806894,species:cdnom:806896,Piratula,806896,coherent_random,40,0.1,TRUE,4
species:cdnom:806896,Piratula,806896,species:cdnom:906427,Piratula,906427,coherent_random,5,0.1,TRUE,0.5
species:cdnom:234165,Ozyptila,234165,species:cdref:234167,Ozyptila,234167,coherent_random,4,0.1,TRUE,0.4
species:cdnom:233895,Trochosa,233895,species:cdnom:457346,Trochosa,457346,coherent_random,59,0.1,TRUE,5.9
species:cdnom:233320,Drassyllus,233320,species:cdnom:233317,Drassyllus,233317,coherent_random,17,0.1,TRUE,1.7000000000000002
species:cdnom:806883,Agyneta,806883,species:cdnom:806878,Agyneta,806878,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:233805,Trichopterna,233805,species:cdnom:233806,Trichopterna,233806,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1905,Arctosa,1905,species:cdref:303901,Arctosa,303901,coherent_random,32,0.1,TRUE,3.2
species:cdnom:457340,Pardosa,457340,species:cdnom:233885,Pardosa,233885,coherent_random,79,0.1,TRUE,7.9
species:cdnom:1472,Oedothorax,1472,species:cdref:233689,Oedothorax,233689,coherent_random,525,0.1,TRUE,52.5
species:cdnom:233697,Palliduphantes,233697,species:cdref:233695,Palliduphantes,233695,coherent_random,2,0.1,TRUE,0.2
species:cdnom:931,Pirata,931,species:cdref:233891,Pirata,233891,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1202,Zelotes,1202,species:cdref:233392,Zelotes,233392,coherent_random,5,0.1,TRUE,0.5
species:cdnom:1400,Ceratinella,1400,species:cdnom:233505,Ceratinella,233505,coherent_random,4,0.1,TRUE,0.4
species:cdnom:233709,Palliduphantes,233709,species:cdref:233695,Palliduphantes,233695,coherent_random,5,0.1,TRUE,0.5
species:cdnom:1320,Asagena,1320,species:cdref:719844,Asagena,719844,coherent_random,17,0.1,TRUE,1.7000000000000002
species:cdnom:1271,Euryopis,1271,species:cdnom:1275,Euryopis,1275,coherent_random,1,0.1,TRUE,0.1
species:cdnom:836055,Centromerus,836055,species:cdref:303177,Centromerus,303177,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1377,Centromerus,1377,species:cdnom:836055,Centromerus,836055,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233788,Tenuiphantes,233788,species:cdnom:233782,Tenuiphantes,233782,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233861,Liocranoeca,233861,NA,NA,NA,no_candidate,7,0.1,FALSE,0
species:cdnom:1442,Dicymbium,1442,species:cdref:458709,Dicymbium,458709,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:234067,Pachygnatha,234067,species:cdref:1526,Pachygnatha,1526,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:1437,Bathyphantes,1437,species:cdref:1438,Bathyphantes,1438,coherent_random,14,0.1,TRUE,1.4000000000000001
species:cdnom:1392,Centromerita,1392,species:cdref:1393,Centromerita,1393,coherent_random,14,0.1,TRUE,1.4000000000000001
species:cdnom:1457,Gongylidiellum,1457,species:cdref:303290,Gongylidiellum,303290,coherent_random,8,0.1,TRUE,0.8
species:cdnom:1425,Tiso,1425,species:cdref:233793,Tiso,233793,coherent_random,22,0.1,TRUE,2.2
species:cdnom:233318,Drassyllus,233318,species:cdref:233319,Drassyllus,233319,coherent_random,13,0.1,TRUE,1.3
species:cdnom:1184,Haplodrassus,1184,species:cdref:905825,Haplodrassus,905825,coherent_random,16,0.1,TRUE,1.6
species:cdnom:233350,Micaria,233350,species:cdref:233356,Micaria,233356,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233379,Setaphis,233379,species:cdref:233380,Setaphis,233380,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1926,Pardosa,1926,species:cdnom:1933,Pardosa,1933,coherent_random,285,0.1,TRUE,28.5
species:cdnom:1643,Xysticus,1643,species:cdnom:1660,Xysticus,1660,coherent_random,116,0.1,TRUE,11.600000000000001
species:cdnom:1237,Zodarion,1237,species:cdref:234203,Zodarion,234203,coherent_random,13,0.1,TRUE,1.3
species:cdnom:1085,Argenna,1085,species:cdref:233252,Argenna,233252,coherent_random,27,0.1,TRUE,2.7
species:cdnom:233466,Araeoncus,233466,species:cdref:233464,Araeoncus,233464,coherent_random,20,0.1,TRUE,2
species:cdnom:1445,Erigone,1445,species:cdref:233559,Erigone,233559,coherent_random,405,0.1,TRUE,40.5
species:cdnom:836361,Erigone,NA,species:cdref:1447,Erigone,1447,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233688,Oedothorax,233688,species:cdref:1471,Oedothorax,1471,coherent_random,288,0.1,TRUE,28.8
species:cdnom:1474,Oedothorax,1474,species:cdnom:1472,Oedothorax,1472,coherent_random,211,0.1,TRUE,21.1
species:cdnom:1929,Pardosa,1929,species:cdref:233877,Pardosa,233877,coherent_random,756,0.1,TRUE,75.60000000000001
species:cdnom:1937,Pardosa,1937,species:cdnom:1923,Pardosa,1923,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:233973,Chalcoscirtus,233973,species:cdref:304355,Chalcoscirtus,304355,coherent_random,10,0.1,TRUE,1
species:cdnom:458766,Mermessus,NA,NA,NA,NA,no_candidate,7,0.1,FALSE,0
species:cdnom:233876,Hogna,233876,NA,NA,NA,no_candidate,12,0.1,FALSE,0
species:cdnom:233426,Zelotes,233426,species:cdref:233423,Zelotes,233423,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234053,Talavera,234053,species:cdref:304499,Talavera,304499,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1065,Amaurobius,1065,species:cdref:1068,Amaurobius,1068,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1640,Xysticus,1640,species:cdref:234171,Xysticus,234171,coherent_random,5,0.1,TRUE,0.5
species:cdnom:234176,Xysticus,234176,species:cdref:457397,Xysticus,457397,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1174,Drassodes,1174,species:cdref:233315,Drassodes,233315,coherent_random,2,0.1,TRUE,0.2
species:cdnom:921,Xerolycosa,921,species:cdref:922,Xerolycosa,922,coherent_random,38,0.1,TRUE,3.8000000000000003
species:cdnom:233665,Micrargus,233665,species:cdref:1414,Micrargus,1414,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:234026,Pseudeuophrys,234026,species:cdref:234029,Pseudeuophrys,234029,coherent_random,1,0.1,TRUE,0.1
species:cdnom:302882,Haplodrassus,302882,species:cdref:233341,Haplodrassus,233341,coherent_random,2,0.1,TRUE,0.2
species:cdnom:457346,Trochosa,457346,species:cdnom:1941,Trochosa,1941,coherent_random,20,0.1,TRUE,2
species:cdnom:1930,Pardosa,1930,species:cdref:233881,Pardosa,233881,coherent_random,5,0.1,TRUE,0.5
species:cdnom:233572,Glyphesis,233572,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1923,Pardosa,1923,species:cdref:1925,Pardosa,1925,coherent_random,2,0.1,TRUE,0.2
species:cdnom:303203,Collinsia,303203,species:cdref:303202,Collinsia,303202,coherent_random,10,0.1,TRUE,1
species:cdnom:234119,Steatoda,234119,species:cdref:890004,Steatoda,890004,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233570,Erigonoplus,NA,species:cdref:836064,Erigonoplus,836064,coherent_random,2,0.1,TRUE,0.2
species:cdnom:1207,Zelotes,1207,species:cdref:233402,Zelotes,233402,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:719974,Eratigena,719974,species:cdref:906462,Eratigena,906462,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:233802,Trichoncus,233802,species:cdref:233800,Trichoncus,233800,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234094,Enoplognatha,234094,species:cdref:234095,Enoplognatha,234095,coherent_random,9,0.1,TRUE,0.9
species:cdnom:1440,Trichoncus,1440,species:cdref:303636,Trichoncus,303636,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1660,Xysticus,1660,species:cdref:304761,Xysticus,304761,coherent_random,18,0.1,TRUE,1.8
species:cdnom:806890,Agyneta,806890,species:cdref:233456,Agyneta,233456,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:1896,Alopecosa,1896,species:cdref:303882,Alopecosa,303882,coherent_random,126,0.1,TRUE,12.600000000000001
species:cdnom:906427,Piratula,906427,species:cdnom:806894,Piratula,806894,coherent_random,10,0.1,TRUE,1
species:cdnom:233741,Porrhomma,233741,species:cdref:303542,Porrhomma,303542,coherent_random,5,0.1,TRUE,0.5
species:cdnom:233491,Centromerus,233491,species:cdref:303170,Centromerus,303170,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233879,Pardosa,233879,species:cdref:303952,Pardosa,303952,coherent_random,29,0.1,TRUE,2.9000000000000004
species:cdnom:1492,Tapinocyba,1492,species:cdref:233776,Tapinocyba,233776,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1899,Alopecosa,1899,species:cdnom:887090,Alopecosa,887090,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234156,Ozyptila,234156,species:cdref:234164,Ozyptila,234164,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:304684,Theridion,304684,species:cdref:720113,Theridion,720113,coherent_random,1,0.1,TRUE,0.1
species:cdnom:457386,Thanatus,457386,species:cdref:1688,Thanatus,1688,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:2015,Phlegra,2015,species:cdref:234020,Phlegra,234020,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233427,Zelotes,233427,species:cdnom:233426,Zelotes,233426,coherent_random,5,0.1,TRUE,0.5
species:cdnom:233246,Liophrurillus,233246,NA,NA,NA,no_candidate,4,0.1,FALSE,0
