source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:216150,Parisotoma,216150,species:cdref:216149,Parisotoma,216149,coherent_random,402,0.1,TRUE,40.2
species:cdnom:216154,Proisotoma,216154,species:cdnom:216155,Proisotoma,216155,coherent_random,1,0.1,TRUE,0.1
species:cdnom:216271,Lepidocyrtus,216271,species:cdnom:216269,Lepidocyrtus,216269,coherent_random,97,0.1,TRUE,9.700000000000001
species:cdnom:655839,Hemisotoma,655839,species:cdref:884659,Hemisotoma,884659,coherent_random,179,0.1,TRUE,17.900000000000002
species:cdnom:216289,Heteromurus,216289,species:cdnom:216290,Heteromurus,216290,coherent_random,135,0.1,TRUE,13.5
species:cdnom:215802,Ceratophysella,215802,species:cdref:215803,Ceratophysella,215803,coherent_random,18,0.1,TRUE,1.8
species:cdnom:216107,Folsomia,216107,species:cdref:216100,Folsomia,216100,coherent_random,145,0.1,TRUE,14.5
species:cdnom:216125,Isotomiella,216125,species:cdref:216126,Isotomiella,216126,coherent_random,167,0.1,TRUE,16.7
species:cdnom:216329,Tomocerina,216329,NA,NA,NA,no_candidate,4,0.1,FALSE,0
species:cdnom:216346,Arrhopalites,216346,species:cdref:216350,Arrhopalites,216350,coherent_random,10,0.1,TRUE,1
species:cdnom:28898,Isotoma,28898,species:cdref:216123,Isotoma,216123,coherent_random,106,0.1,TRUE,10.600000000000001
species:cdnom:216206,Pseudosinella,216206,species:cdref:216257,Pseudosinella,216257,coherent_random,107,0.1,TRUE,10.700000000000001
species:cdnom:884697,Proisotomodes,884697,species:cdref:1003459,Proisotomodes,1003459,coherent_random,20,0.1,TRUE,2
species:cdnom:216302,Entomobrya,216302,species:cdref:216301,Entomobrya,216301,coherent_random,60,0.1,TRUE,6
species:cdnom:216181,Tetracanthella,216181,species:cdref:216174,Tetracanthella,216174,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:216396,Sminthurinus,216396,species:cdref:216397,Sminthurinus,216397,coherent_random,21,0.1,TRUE,2.1
species:cdnom:216361,Bourletiella,216361,species:cdnom:837805,Bourletiella,837805,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:215873,Brachystomella,215873,species:cdref:215871,Brachystomella,215871,coherent_random,11,0.1,TRUE,1.1
