source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:837807,Ceratophysella,NA,species:cdref:215807,Ceratophysella,215807,coherent_random,47,0.1,TRUE,4.7
species:cdnom:216395,Sminthurinus,216395,species:cdref:216398,Sminthurinus,216398,coherent_random,115,0.1,TRUE,11.5
species:cdnom:216409,Sminthurus,216409,species:cdref:216405,Sminthurus,216405,coherent_random,18,0.1,TRUE,1.8
species:cdnom:216387,Dicyrtomina,216387,species:cdref:216390,Dicyrtomina,216390,coherent_random,1,0.1,TRUE,0.1
species:cdnom:216269,Lepidocyrtus,216269,species:cdref:216273,Lepidocyrtus,216273,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:216341,Megalothorax,216341,species:cdref:884833,Megalothorax,884833,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:216426,Sphaeridia,216426,NA,NA,NA,no_candidate,55,0.1,FALSE,0
species:cdnom:215889,Lathriopyga,215889,species:cdref:215890,Lathriopyga,215890,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:215800,Ceratophysella,215800,species:cdref:215801,Ceratophysella,215801,coherent_random,16,0.1,TRUE,1.6
species:cdnom:215877,Neanura,215877,species:cdref:215878,Neanura,215878,coherent_random,2,0.1,TRUE,0.2
species:cdnom:216313,Cyphoderus,216313,species:cdref:216312,Cyphoderus,216312,coherent_random,1,0.1,TRUE,0.1
species:cdnom:216421,Sminthurides,216421,species:cdref:216425,Sminthurides,216425,coherent_random,56,0.1,TRUE,5.6000000000000005
species:cdnom:215824,Hypogastrura,215824,species:cdref:884282,Hypogastrura,884282,coherent_random,59,0.1,TRUE,5.9
species:cdnom:216290,Heteromurus,216290,species:cdref:216288,Heteromurus,216288,coherent_random,11,0.1,TRUE,1.1
species:cdnom:215819,Hypogastrura,215819,species:cdref:1038669,Hypogastrura,1038669,coherent_random,4,0.1,TRUE,0.4
species:cdnom:254543,Xenylla,254543,species:cdref:884324,Xenylla,884324,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:28893,Folsomia,28893,species:cdref:216109,Folsomia,216109,coherent_random,38,0.1,TRUE,3.8000000000000003
species:cdnom:216155,Proisotoma,216155,species:cdnom:216154,Proisotoma,216154,coherent_random,4,0.1,TRUE,0.4
species:cdnom:215856,Triacanthella,215856,species:cdref:215854,Triacanthella,215854,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:215867,Xenylla,215867,species:cdnom:215868,Xenylla,215868,coherent_random,1,0.1,TRUE,0.1
species:cdnom:255221,Folsomides,255221,species:cdref:638295,Folsomides,638295,coherent_random,21,0.1,TRUE,2.1
species:cdnom:254524,Willemia,254524,species:cdref:884322,Willemia,884322,coherent_random,1,0.1,TRUE,0.1
species:cdnom:28902,Lepidocyrtus,28902,species:cdnom:216271,Lepidocyrtus,216271,coherent_random,5,0.1,TRUE,0.5
species:cdnom:884828,Sminthurides,884828,species:cdref:216419,Sminthurides,216419,coherent_random,1,0.1,TRUE,0.1
species:cdnom:215945,Friesea,215945,species:cdref:215927,Friesea,215927,coherent_random,15,0.1,TRUE,1.5
species:cdnom:884524,Stenaphorura,884524,species:cdref:884525,Stenaphorura,884525,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:837805,Bourletiella,837805,species:cdnom:216361,Bourletiella,216361,coherent_random,5,0.1,TRUE,0.5
species:cdnom:215868,Xenylla,215868,species:cdref:215862,Xenylla,215862,coherent_random,305,0.1,TRUE,30.5
species:cdnom:216006,Metaphorura,216006,species:cdref:884510,Metaphorura,884510,coherent_random,4,0.1,TRUE,0.4
species:cdnom:216130,Isotomodes,216130,species:cdref:884670,Isotomodes,884670,coherent_random,1,0.1,TRUE,0.1
species:cdnom:216246,Pseudosinella,216246,species:cdref:216230,Pseudosinella,216230,coherent_random,1,0.1,TRUE,0.1
species:cdnom:884837,Neelus,884837,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:216236,Pseudosinella,216236,species:cdref:216228,Pseudosinella,216228,coherent_random,1,0.1,TRUE,0.1
