source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:628325,Tapinoma,NA,species:cdnom:52831,Tapinoma,NA,coherent_random,5,0.25,TRUE,1.25
species:cdnom:219406,Messor,NA,NA,NA,NA,no_candidate,11,0.25,FALSE,0
species:cdnom:219350,Tetramorium,NA,NA,NA,NA,no_candidate,3,0.25,FALSE,0
species:cdnom:52779,Camponotus,NA,species:cdnom:52785,Camponotus,NA,coherent_random,14,0.25,TRUE,3.5
species:cdnom:219519,Camponotus,NA,species:cdnom:264499,Camponotus,NA,coherent_random,35,0.25,TRUE,8.75
species:cdnom:219505,Formica,NA,species:cdnom:52790,Formica,NA,coherent_random,1088,0.06041307954886846,TRUE,65.72943054916888
species:cdnom:52792,Formica,NA,species:cdnom:52788,Formica,NA,coherent_random,170,0.15283434547148952,TRUE,25.981838730153218
species:cdnom:52816,Lasius,NA,species:cdnom:264385,Lasius,NA,coherent_random,3,0.25,TRUE,0.75
species:cdnom:52788,Formica,NA,species:cdnom:219507,Formica,NA,coherent_random,70,0.23817512513960828,TRUE,16.67225875977258
species:cdnom:264385,Lasius,NA,species:cdnom:52816,Lasius,NA,coherent_random,690,0.07586140410355867,TRUE,52.34436883145548
species:cdnom:52812,Crematogaster,NA,species:cdnom:52811,Crematogaster,NA,coherent_random,58,0.25,TRUE,14.5
species:cdnom:264386,Lasius,NA,species:cdnom:219492,Lasius,NA,coherent_random,5,0.25,TRUE,1.25
species:cdnom:52820,Pheidole,NA,NA,NA,NA,no_candidate,84,0.21742314779263208,FALSE,0
species:cdnom:52822,Plagiolepis,NA,NA,NA,NA,no_candidate,23,0.25,FALSE,0
species:cdnom:938134,Aphaenogaster,NA,species:cdnom:52777,Aphaenogaster,NA,coherent_random,7,0.25,TRUE,1.75
species:cdnom:52785,Camponotus,NA,species:cdnom:52781,Camponotus,NA,coherent_random,21,0.25,TRUE,5.25
species:cdnom:52790,Formica,NA,species:cdnom:219505,Formica,NA,coherent_random,13,0.25,TRUE,3.25
species:cdnom:52808,Myrmica,NA,species:cdnom:219397,Myrmica,NA,coherent_random,172,0.15194317551019107,TRUE,26.134226187752866
species:cdnom:219490,Lasius,NA,species:cdnom:52815,Lasius,NA,coherent_random,7,0.25,TRUE,1.75
species:cdnom:219396,Myrmica,NA,species:cdnom:52808,Myrmica,NA,coherent_random,54,0.25,TRUE,13.5
species:cdnom:52793,Formica,NA,species:cdnom:52790,Formica,NA,coherent_random,29,0.25,TRUE,7.25
species:cdnom:52809,Myrmica,NA,species:cdnom:219398,Myrmica,NA,coherent_random,46,0.25,TRUE,11.5
species:cdnom:219401,Myrmecina,NA,NA,NA,NA,no_candidate,20,0.25,FALSE,0
species:cdnom:219394,Myrmica,NA,species:cdnom:628335,Myrmica,NA,coherent_random,79,0.22419807349268742,TRUE,17.711647805922304
species:cdnom:52817,Lasius,NA,species:cdnom:219482,Lasius,NA,coherent_random,3411,0.03411964959605016,TRUE,116.3821247721271
species:cdnom:219482,Lasius,NA,species:cdnom:219483,Lasius,NA,coherent_random,7,0.25,TRUE,1.75
species:cdnom:219397,Myrmica,NA,species:cdnom:219396,Myrmica,NA,coherent_random,299,0.1152417455668744,TRUE,34.45728192449545
species:cdnom:219493,Lasius,NA,species:cdnom:219490,Lasius,NA,coherent_random,78,0.22563066361863177,TRUE,17.599191762253277
species:cdnom:628335,Myrmica,NA,species:cdnom:219396,Myrmica,NA,coherent_random,42,0.25,TRUE,10.5
species:cdnom:52777,Aphaenogaster,NA,species:cdnom:938134,Aphaenogaster,NA,coherent_random,35,0.25,TRUE,8.75
species:cdnom:52831,Tapinoma,NA,species:cdnom:628325,Tapinoma,NA,coherent_random,21,0.25,TRUE,5.25
species:cdnom:219483,Lasius,NA,species:cdnom:264385,Lasius,NA,coherent_random,4,0.25,TRUE,1
species:cdnom:52781,Camponotus,NA,species:cdnom:264499,Camponotus,NA,coherent_random,25,0.25,TRUE,6.25
species:cdnom:52811,Crematogaster,NA,species:cdnom:52812,Crematogaster,NA,coherent_random,22,0.25,TRUE,5.5
species:cdnom:219492,Lasius,NA,species:cdnom:264386,Lasius,NA,coherent_random,8,0.25,TRUE,2
species:cdnom:219520,Camponotus,NA,species:cdnom:52781,Camponotus,NA,coherent_random,15,0.25,TRUE,3.75
species:cdnom:264065,Stenamma,NA,NA,NA,NA,no_candidate,1,0.25,FALSE,0
species:cdnom:219528,Hypoponera,NA,NA,NA,NA,no_candidate,23,0.25,FALSE,0
species:cdnom:264499,Camponotus,NA,species:cdnom:52785,Camponotus,NA,coherent_random,1,0.25,TRUE,0.25
species:cdnom:199813,Formica,NA,species:cdnom:52793,Formica,NA,coherent_random,8,0.25,TRUE,2
species:cdnom:219507,Formica,NA,species:cdnom:52793,Formica,NA,coherent_random,45,0.25,TRUE,11.25
species:cdnom:219413,Leptothorax,NA,NA,NA,NA,no_candidate,2,0.25,FALSE,0
species:cdnom:52815,Lasius,NA,species:cdnom:52816,Lasius,NA,coherent_random,131,0.17410441099306612,TRUE,22.80767784009166
species:cdnom:219496,Formica,NA,species:cdnom:199813,Formica,NA,coherent_random,62,0.25,TRUE,15.5
species:cdnom:219398,Myrmica,NA,species:cdnom:52808,Myrmica,NA,coherent_random,66,0.24528639156278192,TRUE,16.188901843143608
species:cdnom:219512,Cataglyphis,NA,NA,NA,NA,no_candidate,3,0.25,FALSE,0
