assemblage_id,group_label,method,analysis_tier,scenario,scenario_family,baseline_scenario,unit_type,iter
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_baseline,species_error,species_baseline,species_units,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,1
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,2
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,2
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,3
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,3
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,3
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,4
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,4
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,4
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,5
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,5
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,5
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,6
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,6
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,6
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,7
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,7
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,7
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,8
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,8
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,8
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,9
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,9
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,9
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,10
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,10
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,10
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,11
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,11
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,11
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,12
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,12
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,12
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,13
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,13
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,13
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,14
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,14
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,14
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,15
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,15
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,15
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,16
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,16
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,16
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,17
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,17
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,17
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,18
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,18
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,18
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,19
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,19
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,19
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,20
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,20
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,20
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,21
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,21
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,21
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,22
isopoda_hand_sorting,Isopoda,hand-sorting,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,22
