source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:237094,Porcellio,NA,species:cdnom:237088,Porcellio,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:237088,Porcellio,NA,species:cdnom:237094,Porcellio,NA,coherent_random,30,0.1,TRUE,3
species:cdnom:237025,Armadillidium,NA,species:cdnom:18829,Armadillidium,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:237023,Armadillidium,NA,species:cdnom:699887,Armadillidium,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:237061,Philoscia,NA,NA,NA,NA,no_candidate,169,0.1,FALSE,0
species:cdnom:237051,Oniscus,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:237139,Hyloniscus,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:311068,Orthometopon,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:699887,Armadillidium,NA,species:cdnom:18829,Armadillidium,NA,coherent_random,43,0.1,TRUE,4.3
species:cdnom:237114,Trachelipus,NA,species:cdnom:237115,Trachelipus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:18829,Armadillidium,NA,species:cdnom:699887,Armadillidium,NA,coherent_random,14,0.1,TRUE,1.4000000000000001
species:cdnom:311119,Trachelipus,NA,species:cdnom:237114,Trachelipus,NA,coherent_random,17,0.1,TRUE,1.7000000000000002
species:cdnom:237057,Chaetophiloscia,NA,species:cdnom:237055,Chaetophiloscia,NA,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:237055,Chaetophiloscia,NA,species:cdnom:237057,Chaetophiloscia,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:237211,Trichoniscus,NA,NA,NA,NA,no_candidate,13,0.1,FALSE,0
species:cdnom:237115,Trachelipus,NA,species:cdnom:311119,Trachelipus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:781044,Eluma,NA,NA,NA,NA,no_candidate,9,0.1,FALSE,0
