source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:628325,Tapinoma,NA,species:cdnom:52831,Tapinoma,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:219406,Messor,NA,NA,NA,NA,no_candidate,11,0.1,FALSE,0
species:cdnom:219350,Tetramorium,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:52779,Camponotus,NA,species:cdnom:52785,Camponotus,NA,coherent_random,14,0.1,TRUE,1.4000000000000001
species:cdnom:219519,Camponotus,NA,species:cdnom:219520,Camponotus,NA,coherent_random,35,0.1,TRUE,3.5
species:cdnom:219505,Formica,NA,species:cdnom:219496,Formica,NA,coherent_random,1088,0.1,TRUE,108.80000000000001
species:cdnom:52792,Formica,NA,species:cdnom:219496,Formica,NA,coherent_random,170,0.1,TRUE,17
species:cdnom:52816,Lasius,NA,species:cdnom:219490,Lasius,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:52788,Formica,NA,species:cdnom:52793,Formica,NA,coherent_random,70,0.1,TRUE,7
species:cdnom:264385,Lasius,NA,species:cdnom:219490,Lasius,NA,coherent_random,690,0.1,TRUE,69
species:cdnom:52812,Crematogaster,NA,species:cdnom:52811,Crematogaster,NA,coherent_random,58,0.1,TRUE,5.800000000000001
species:cdnom:264386,Lasius,NA,species:cdnom:219490,Lasius,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:52820,Pheidole,NA,NA,NA,NA,no_candidate,84,0.1,FALSE,0
species:cdnom:52822,Plagiolepis,NA,NA,NA,NA,no_candidate,23,0.1,FALSE,0
species:cdnom:938134,Aphaenogaster,NA,species:cdnom:52777,Aphaenogaster,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:52785,Camponotus,NA,species:cdnom:52779,Camponotus,NA,coherent_random,21,0.1,TRUE,2.1
species:cdnom:52790,Formica,NA,species:cdnom:219505,Formica,NA,coherent_random,13,0.1,TRUE,1.3
species:cdnom:52808,Myrmica,NA,species:cdnom:52809,Myrmica,NA,coherent_random,172,0.1,TRUE,17.2
species:cdnom:219490,Lasius,NA,species:cdnom:219492,Lasius,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:219396,Myrmica,NA,species:cdnom:219394,Myrmica,NA,coherent_random,54,0.1,TRUE,5.4
species:cdnom:52793,Formica,NA,species:cdnom:219505,Formica,NA,coherent_random,29,0.1,TRUE,2.9000000000000004
species:cdnom:52809,Myrmica,NA,species:cdnom:219394,Myrmica,NA,coherent_random,46,0.1,TRUE,4.6000000000000005
species:cdnom:219401,Myrmecina,NA,NA,NA,NA,no_candidate,20,0.1,FALSE,0
species:cdnom:219394,Myrmica,NA,species:cdnom:52809,Myrmica,NA,coherent_random,79,0.1,TRUE,7.9
species:cdnom:52817,Lasius,NA,species:cdnom:219482,Lasius,NA,coherent_random,3411,0.1,TRUE,341.1
species:cdnom:219482,Lasius,NA,species:cdnom:219483,Lasius,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:219397,Myrmica,NA,species:cdnom:219394,Myrmica,NA,coherent_random,299,0.1,TRUE,29.900000000000002
species:cdnom:219493,Lasius,NA,species:cdnom:219492,Lasius,NA,coherent_random,78,0.1,TRUE,7.800000000000001
species:cdnom:628335,Myrmica,NA,species:cdnom:219394,Myrmica,NA,coherent_random,42,0.1,TRUE,4.2
species:cdnom:52777,Aphaenogaster,NA,species:cdnom:938134,Aphaenogaster,NA,coherent_random,35,0.1,TRUE,3.5
species:cdnom:52831,Tapinoma,NA,species:cdnom:628325,Tapinoma,NA,coherent_random,21,0.1,TRUE,2.1
species:cdnom:219483,Lasius,NA,species:cdnom:219482,Lasius,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:52781,Camponotus,NA,species:cdnom:264499,Camponotus,NA,coherent_random,25,0.1,TRUE,2.5
species:cdnom:52811,Crematogaster,NA,species:cdnom:52812,Crematogaster,NA,coherent_random,22,0.1,TRUE,2.2
species:cdnom:219492,Lasius,NA,species:cdnom:264386,Lasius,NA,coherent_random,8,0.1,TRUE,0.8
species:cdnom:219520,Camponotus,NA,species:cdnom:52785,Camponotus,NA,coherent_random,15,0.1,TRUE,1.5
species:cdnom:264065,Stenamma,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:219528,Hypoponera,NA,NA,NA,NA,no_candidate,23,0.1,FALSE,0
species:cdnom:264499,Camponotus,NA,species:cdnom:219519,Camponotus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:199813,Formica,NA,species:cdnom:219507,Formica,NA,coherent_random,8,0.1,TRUE,0.8
species:cdnom:219507,Formica,NA,species:cdnom:52790,Formica,NA,coherent_random,45,0.1,TRUE,4.5
species:cdnom:219413,Leptothorax,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:52815,Lasius,NA,species:cdnom:219482,Lasius,NA,coherent_random,131,0.1,TRUE,13.100000000000001
species:cdnom:219496,Formica,NA,species:cdnom:52792,Formica,NA,coherent_random,62,0.1,TRUE,6.2
species:cdnom:219398,Myrmica,NA,species:cdnom:219396,Myrmica,NA,coherent_random,66,0.1,TRUE,6.6000000000000005
species:cdnom:219512,Cataglyphis,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
