source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:1180,Haplodrassus,NA,species:cdnom:907604,Haplodrassus,NA,coherent_random,24,0.1,TRUE,2.4000000000000004
species:cdnom:806888,Agyneta,NA,species:cdnom:806883,Agyneta,NA,coherent_random,77,0.1,TRUE,7.7
species:cdnom:233745,Prinerigone,NA,NA,NA,NA,no_candidate,19,0.1,FALSE,0
species:cdnom:233806,Trichopterna,NA,species:cdnom:233805,Trichopterna,NA,coherent_random,15,0.1,TRUE,1.5
species:cdnom:233880,Pardosa,NA,species:cdnom:303987,Pardosa,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:907035,Pardosa,NA,species:cdnom:457340,Pardosa,NA,coherent_random,1024,0.1,TRUE,102.4
species:cdnom:907604,Haplodrassus,NA,species:cdnom:1182,Haplodrassus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233458,Alioranus,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233757,Silometopus,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:233354,Micaria,NA,species:cdnom:233349,Micaria,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1759,Zora,NA,species:cdnom:1753,Zora,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:719821,Eratigena,NA,species:cdnom:719974,Eratigena,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233660,Metopobactrus,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1788,Phrurolithus,NA,species:cdnom:1786,Phrurolithus,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:1894,Alopecosa,NA,species:cdnom:1899,Alopecosa,NA,coherent_random,23,0.1,TRUE,2.3000000000000003
species:cdnom:457240,Ipa,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1781,Scotina,NA,species:cdnom:233864,Scotina,NA,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:457342,Pardosa,NA,species:cdnom:1933,Pardosa,NA,coherent_random,616,0.1,TRUE,61.6
species:cdnom:457273,Oonops,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233321,Drassyllus,NA,species:cdnom:233320,Drassyllus,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:233417,Zelotes,NA,species:cdnom:1207,Zelotes,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233864,Scotina,NA,species:cdnom:1781,Scotina,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:887090,Alopecosa,NA,species:cdnom:1894,Alopecosa,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:1897,Alopecosa,NA,species:cdnom:1894,Alopecosa,NA,coherent_random,46,0.1,TRUE,4.6000000000000005
species:cdnom:1872,Hahnia,NA,species:cdnom:1873,Hahnia,NA,coherent_random,54,0.1,TRUE,5.4
species:cdnom:924,Aulonia,NA,NA,NA,NA,no_candidate,71,0.1,FALSE,0
species:cdnom:1924,Pardosa,NA,species:cdnom:233879,Pardosa,NA,coherent_random,53,0.1,TRUE,5.300000000000001
species:cdnom:233832,Walckenaeria,NA,species:cdnom:233829,Walckenaeria,NA,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:806889,Agyneta,NA,species:cdnom:806890,Agyneta,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:1378,Centromerus,NA,species:cdnom:233491,Centromerus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1421,Minyriolus,NA,NA,NA,NA,no_candidate,7,0.1,FALSE,0
species:cdnom:233830,Walckenaeria,NA,species:cdnom:233831,Walckenaeria,NA,coherent_random,26,0.1,TRUE,2.6
species:cdnom:1774,Agroeca,NA,species:cdnom:1777,Agroeca,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:1664,Xysticus,NA,species:cdnom:1640,Xysticus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:791746,Iberina,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1941,Trochosa,NA,species:cdnom:233894,Trochosa,NA,coherent_random,71,0.1,TRUE,7.1000000000000005
species:cdnom:1455,Gongylidiellum,NA,species:cdnom:1457,Gongylidiellum,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233783,Tenuiphantes,NA,species:cdnom:233788,Tenuiphantes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1927,Pardosa,NA,species:cdnom:1929,Pardosa,NA,coherent_random,403,0.1,TRUE,40.300000000000004
species:cdnom:1922,Pardosa,NA,species:cdnom:458721,Pardosa,NA,coherent_random,60,0.1,TRUE,6
species:cdnom:233694,Palliduphantes,NA,species:cdnom:233709,Palliduphantes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234166,Ozyptila,NA,species:cdnom:234156,Ozyptila,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233387,Trachyzelotes,NA,NA,NA,NA,no_candidate,16,0.1,FALSE,0
species:cdnom:1323,Enoplognatha,NA,species:cdnom:234094,Enoplognatha,NA,coherent_random,11,0.1,TRUE,1.1
species:cdnom:457392,Xysticus,NA,species:cdnom:1647,Xysticus,NA,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:233170,Histopona,NA,NA,NA,NA,no_candidate,20,0.1,FALSE,0
species:cdnom:886,Atypus,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:233668,Microneta,NA,NA,NA,NA,no_candidate,43,0.1,FALSE,0
species:cdnom:1786,Phrurolithus,NA,species:cdnom:1788,Phrurolithus,NA,coherent_random,22,0.1,TRUE,2.2
species:cdnom:233527,Diplocephalus,NA,species:cdnom:233533,Diplocephalus,NA,coherent_random,63,0.1,TRUE,6.300000000000001
species:cdnom:1446,Erigone,NA,species:cdnom:1445,Erigone,NA,coherent_random,265,0.1,TRUE,26.5
species:cdnom:1504,Pelecopsis,NA,species:cdnom:233726,Pelecopsis,NA,coherent_random,123,0.1,TRUE,12.3
species:cdnom:233787,Tenuiphantes,NA,species:cdnom:233782,Tenuiphantes,NA,coherent_random,179,0.1,TRUE,17.900000000000002
species:cdnom:457316,Pachygnatha,NA,species:cdnom:234067,Pachygnatha,NA,coherent_random,248,0.1,TRUE,24.8
