source_taxon_unit,source_genus,source_cd_ref,target_taxon_unit,target_genus,target_cd_ref,mapping_type,source_total_abundance,p_error,has_target,expected_reassigned_individuals
species:cdnom:719829,Civizelotes,NA,NA,NA,NA,no_candidate,27,0.1,FALSE,0
species:cdnom:938619,Micaria,NA,species:cdnom:233350,Micaria,NA,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:1405,Diplostyla,NA,NA,NA,NA,no_candidate,30,0.1,FALSE,0
species:cdnom:233781,Tenuiphantes,NA,species:cdnom:233782,Tenuiphantes,NA,coherent_random,15,0.1,TRUE,1.5
species:cdnom:806894,Piratula,NA,species:cdnom:906427,Piratula,NA,coherent_random,40,0.1,TRUE,4
species:cdnom:806896,Piratula,NA,species:cdnom:906427,Piratula,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:234165,Ozyptila,NA,species:cdnom:234156,Ozyptila,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:233895,Trochosa,NA,species:cdnom:233894,Trochosa,NA,coherent_random,59,0.1,TRUE,5.9
species:cdnom:233320,Drassyllus,NA,species:cdnom:233318,Drassyllus,NA,coherent_random,17,0.1,TRUE,1.7000000000000002
species:cdnom:806883,Agyneta,NA,species:cdnom:806878,Agyneta,NA,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:233805,Trichopterna,NA,species:cdnom:233806,Trichopterna,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1905,Arctosa,NA,species:cdnom:1904,Arctosa,NA,coherent_random,32,0.1,TRUE,3.2
species:cdnom:457340,Pardosa,NA,species:cdnom:1922,Pardosa,NA,coherent_random,79,0.1,TRUE,7.9
species:cdnom:1472,Oedothorax,NA,species:cdnom:1474,Oedothorax,NA,coherent_random,525,0.1,TRUE,52.5
species:cdnom:233697,Palliduphantes,NA,species:cdnom:233709,Palliduphantes,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:931,Pirata,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1202,Zelotes,NA,species:cdnom:1204,Zelotes,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:1400,Ceratinella,NA,species:cdnom:233505,Ceratinella,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:233709,Palliduphantes,NA,species:cdnom:233694,Palliduphantes,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:1320,Asagena,NA,NA,NA,NA,no_candidate,17,0.1,FALSE,0
species:cdnom:1271,Euryopis,NA,species:cdnom:1275,Euryopis,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:836055,Centromerus,NA,species:cdnom:233502,Centromerus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1377,Centromerus,NA,species:cdnom:233502,Centromerus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233788,Tenuiphantes,NA,species:cdnom:233787,Tenuiphantes,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233861,Liocranoeca,NA,NA,NA,NA,no_candidate,7,0.1,FALSE,0
species:cdnom:1442,Dicymbium,NA,species:cdnom:233516,Dicymbium,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:234067,Pachygnatha,NA,species:cdnom:457316,Pachygnatha,NA,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:1437,Bathyphantes,NA,NA,NA,NA,no_candidate,14,0.1,FALSE,0
species:cdnom:1392,Centromerita,NA,NA,NA,NA,no_candidate,14,0.1,FALSE,0
species:cdnom:1457,Gongylidiellum,NA,species:cdnom:1455,Gongylidiellum,NA,coherent_random,8,0.1,TRUE,0.8
species:cdnom:1425,Tiso,NA,NA,NA,NA,no_candidate,22,0.1,FALSE,0
species:cdnom:233318,Drassyllus,NA,species:cdnom:233317,Drassyllus,NA,coherent_random,13,0.1,TRUE,1.3
species:cdnom:1184,Haplodrassus,NA,species:cdnom:1180,Haplodrassus,NA,coherent_random,16,0.1,TRUE,1.6
species:cdnom:233350,Micaria,NA,species:cdnom:233349,Micaria,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233379,Setaphis,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1926,Pardosa,NA,species:cdnom:1930,Pardosa,NA,coherent_random,285,0.1,TRUE,28.5
species:cdnom:1643,Xysticus,NA,species:cdnom:234176,Xysticus,NA,coherent_random,116,0.1,TRUE,11.600000000000001
species:cdnom:1237,Zodarion,NA,species:cdnom:1235,Zodarion,NA,coherent_random,13,0.1,TRUE,1.3
species:cdnom:1085,Argenna,NA,NA,NA,NA,no_candidate,27,0.1,FALSE,0
species:cdnom:233466,Araeoncus,NA,NA,NA,NA,no_candidate,20,0.1,FALSE,0
species:cdnom:1445,Erigone,NA,species:cdnom:836361,Erigone,NA,coherent_random,405,0.1,TRUE,40.5
species:cdnom:836361,Erigone,NA,species:cdnom:1446,Erigone,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233688,Oedothorax,NA,species:cdnom:1472,Oedothorax,NA,coherent_random,288,0.1,TRUE,28.8
species:cdnom:1474,Oedothorax,NA,species:cdnom:1472,Oedothorax,NA,coherent_random,211,0.1,TRUE,21.1
species:cdnom:1929,Pardosa,NA,species:cdnom:458721,Pardosa,NA,coherent_random,756,0.1,TRUE,75.60000000000001
species:cdnom:1937,Pardosa,NA,species:cdnom:1928,Pardosa,NA,coherent_random,12,0.1,TRUE,1.2000000000000002
species:cdnom:233973,Chalcoscirtus,NA,NA,NA,NA,no_candidate,10,0.1,FALSE,0
species:cdnom:458766,Mermessus,NA,species:cdnom:721833,Mermessus,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:233876,Hogna,NA,NA,NA,NA,no_candidate,12,0.1,FALSE,0
species:cdnom:233426,Zelotes,NA,species:cdnom:1205,Zelotes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234053,Talavera,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:1065,Amaurobius,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1640,Xysticus,NA,species:cdnom:234176,Xysticus,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:234176,Xysticus,NA,species:cdnom:1643,Xysticus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1174,Drassodes,NA,species:cdnom:1176,Drassodes,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:921,Xerolycosa,NA,NA,NA,NA,no_candidate,38,0.1,FALSE,0
species:cdnom:233665,Micrargus,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:234026,Pseudeuophrys,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:302882,Haplodrassus,NA,species:cdnom:1180,Haplodrassus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:457346,Trochosa,NA,species:cdnom:233894,Trochosa,NA,coherent_random,20,0.1,TRUE,2
species:cdnom:1930,Pardosa,NA,species:cdnom:1928,Pardosa,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:233572,Glyphesis,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1923,Pardosa,NA,species:cdnom:457342,Pardosa,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:303203,Collinsia,NA,NA,NA,NA,no_candidate,10,0.1,FALSE,0
species:cdnom:234119,Steatoda,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:233570,Erigonoplus,NA,species:cdnom:233568,Erigonoplus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:1207,Zelotes,NA,species:cdnom:233389,Zelotes,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:719974,Eratigena,NA,species:cdnom:719821,Eratigena,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:233802,Trichoncus,NA,species:cdnom:1440,Trichoncus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234094,Enoplognatha,NA,species:cdnom:1323,Enoplognatha,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:1440,Trichoncus,NA,species:cdnom:233802,Trichoncus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1660,Xysticus,NA,species:cdnom:457392,Xysticus,NA,coherent_random,18,0.1,TRUE,1.8
species:cdnom:806890,Agyneta,NA,species:cdnom:806889,Agyneta,NA,coherent_random,19,0.1,TRUE,1.9000000000000001
species:cdnom:1896,Alopecosa,NA,species:cdnom:887090,Alopecosa,NA,coherent_random,126,0.1,TRUE,12.600000000000001
species:cdnom:906427,Piratula,NA,species:cdnom:806894,Piratula,NA,coherent_random,10,0.1,TRUE,1
species:cdnom:233741,Porrhomma,NA,NA,NA,NA,no_candidate,5,0.1,FALSE,0
species:cdnom:233491,Centromerus,NA,species:cdnom:1378,Centromerus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233879,Pardosa,NA,species:cdnom:1933,Pardosa,NA,coherent_random,29,0.1,TRUE,2.9000000000000004
species:cdnom:1492,Tapinocyba,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1899,Alopecosa,NA,species:cdnom:1897,Alopecosa,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:234156,Ozyptila,NA,species:cdnom:234165,Ozyptila,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:304684,Theridion,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:457386,Thanatus,NA,species:cdnom:233953,Thanatus,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:2015,Phlegra,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233427,Zelotes,NA,species:cdnom:1205,Zelotes,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:233246,Liophrurillus,NA,NA,NA,NA,no_candidate,4,0.1,FALSE,0
species:cdnom:233281,Harpactea,NA,species:cdnom:233285,Harpactea,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233782,Tenuiphantes,NA,species:cdnom:233781,Tenuiphantes,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233713,Panamomops,NA,species:cdnom:458715,Panamomops,NA,coherent_random,10,0.1,TRUE,1
species:cdnom:1882,Pisaura,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233885,Pardosa,NA,species:cdnom:1922,Pardosa,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:233827,Walckenaeria,NA,species:cdnom:233833,Walckenaeria,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1777,Agroeca,NA,species:cdnom:1774,Agroeca,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1904,Arctosa,NA,species:cdnom:1905,Arctosa,NA,coherent_random,8,0.1,TRUE,0.8
species:cdnom:233831,Walckenaeria,NA,species:cdnom:233844,Walckenaeria,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:1002034,Marinarozelotes,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:233568,Erigonoplus,NA,species:cdnom:233570,Erigonoplus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233516,Dicymbium,NA,species:cdnom:1442,Dicymbium,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233750,Savignia,NA,NA,NA,NA,no_candidate,4,0.1,FALSE,0
species:cdnom:1334,Robertus,NA,species:cdnom:1336,Robertus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1709,Micrommata,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1204,Zelotes,NA,species:cdnom:1202,Zelotes,NA,coherent_random,6,0.1,TRUE,0.6000000000000001
species:cdnom:1933,Pardosa,NA,species:cdnom:457340,Pardosa,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:1756,Zora,NA,species:cdnom:1753,Zora,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1778,Agroeca,NA,species:cdnom:1774,Agroeca,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:1500,Sintula,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:1647,Xysticus,NA,species:cdnom:457392,Xysticus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:1205,Zelotes,NA,species:cdnom:233427,Zelotes,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233726,Pelecopsis,NA,species:cdnom:1504,Pelecopsis,NA,coherent_random,7,0.1,TRUE,0.7000000000000001
species:cdnom:233829,Walckenaeria,NA,species:cdnom:233832,Walckenaeria,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233529,Diplocephalus,NA,species:cdnom:233533,Diplocephalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233844,Walckenaeria,NA,species:cdnom:233831,Walckenaeria,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233894,Trochosa,NA,species:cdnom:233895,Trochosa,NA,coherent_random,9,0.1,TRUE,0.9
species:cdnom:458715,Panamomops,NA,species:cdnom:233713,Panamomops,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233734,Pocadicnemis,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:902,Ero,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:233854,Agraecina,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233401,Zelotes,NA,species:cdnom:233426,Zelotes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1275,Euryopis,NA,species:cdnom:1271,Euryopis,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233607,Lasiargus,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:1216,Poecilochroa,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1176,Drassodes,NA,species:cdnom:1174,Drassodes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1417,Microlinyphia,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:233425,Zelotes,NA,species:cdnom:1204,Zelotes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233524,Diplocephalus,NA,species:cdnom:233527,Diplocephalus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1264,Episinus,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:1726,Clubiona,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:233285,Harpactea,NA,species:cdnom:233281,Harpactea,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233571,Evansia,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:1336,Robertus,NA,species:cdnom:1334,Robertus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233763,Styloctetor,NA,species:cdnom:836053,Styloctetor,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:836053,Styloctetor,NA,species:cdnom:233763,Styloctetor,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233821,Troxochrus,NA,NA,NA,NA,no_candidate,6,0.1,FALSE,0
species:cdnom:233856,Apostenus,NA,NA,NA,NA,no_candidate,7,0.1,FALSE,0
species:cdnom:1182,Haplodrassus,NA,species:cdnom:1180,Haplodrassus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1874,Hahnia,NA,species:cdnom:1872,Hahnia,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233317,Drassyllus,NA,species:cdnom:233320,Drassyllus,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:1753,Zora,NA,species:cdnom:1756,Zora,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
species:cdnom:233639,Maso,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:2092,Heliophanus,NA,species:cdnom:2095,Heliophanus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:778564,Inermocoelotes,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:721833,Mermessus,NA,species:cdnom:458766,Mermessus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:1166,Segestria,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:303987,Pardosa,NA,species:cdnom:233880,Pardosa,NA,coherent_random,57,0.1,TRUE,5.7
species:cdnom:233349,Micaria,NA,species:cdnom:938619,Micaria,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:458721,Pardosa,NA,species:cdnom:233885,Pardosa,NA,coherent_random,4,0.1,TRUE,0.4
species:cdnom:1928,Pardosa,NA,species:cdnom:1927,Pardosa,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233360,Nomisia,NA,NA,NA,NA,no_candidate,2,0.1,FALSE,0
species:cdnom:1478,Ostearius,NA,NA,NA,NA,no_candidate,4,0.1,FALSE,0
species:cdnom:1235,Zodarion,NA,species:cdnom:234205,Zodarion,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:302801,Callilepis,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:806880,Agyneta,NA,species:cdnom:806878,Agyneta,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:2095,Heliophanus,NA,species:cdnom:2092,Heliophanus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:2051,Saitis,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233953,Thanatus,NA,species:cdnom:457386,Thanatus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:928332,Psammitis,NA,NA,NA,NA,no_candidate,3,0.1,FALSE,0
species:cdnom:234205,Zodarion,NA,species:cdnom:1237,Zodarion,NA,coherent_random,14,0.1,TRUE,1.4000000000000001
species:cdnom:233389,Zelotes,NA,species:cdnom:1205,Zelotes,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233533,Diplocephalus,NA,species:cdnom:233529,Diplocephalus,NA,coherent_random,5,0.1,TRUE,0.5
species:cdnom:1873,Hahnia,NA,species:cdnom:1874,Hahnia,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233505,Ceratinella,NA,species:cdnom:1400,Ceratinella,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233833,Walckenaeria,NA,species:cdnom:233831,Walckenaeria,NA,coherent_random,2,0.1,TRUE,0.2
species:cdnom:233868,Alopecosa,NA,species:cdnom:1897,Alopecosa,NA,coherent_random,10,0.1,TRUE,1
species:cdnom:457299,Mecopisthes,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:233502,Centromerus,NA,species:cdnom:836055,Centromerus,NA,coherent_random,1,0.1,TRUE,0.1
species:cdnom:233633,Macrargus,NA,NA,NA,NA,no_candidate,1,0.1,FALSE,0
species:cdnom:806878,Agyneta,NA,species:cdnom:806888,Agyneta,NA,coherent_random,3,0.1,TRUE,0.30000000000000004
