assemblage_id,group_label,method,analysis_tier,scenario,scenario_family,baseline_scenario,unit_type,iter
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_mixed_best_available,workflow,rtu_mixed_best_available,mixed_RTU,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_species_only_drop_unresolved,workflow,rtu_mixed_best_available,species_only,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_rare_species_to_genus,workflow,rtu_mixed_best_available,mixed_RTU,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,adult_only_strict,ontogenetic_filtering,rtu_mixed_best_available,adult_RTU,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_mixed_genus_resolvable,resolution_genus,rtu_mixed_genus_resolvable,genus_resolvable_RTU,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_genus_level,resolution_genus,rtu_mixed_genus_resolvable,genus_units,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_mixed_family_resolvable,resolution_family,rtu_mixed_family_resolvable,family_resolvable_RTU,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,rtu_family_level,resolution_family,rtu_mixed_family_resolvable,family_units,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_baseline,species_error,species_baseline,species_units,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,1
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,2
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,2
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,2
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,3
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,3
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,3
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,4
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,4
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,4
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,5
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,5
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,5
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,6
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,6
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,6
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,7
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,7
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,7
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,8
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_rare_weighted_10pct,species_error_rare_weighted,species_baseline,species_units,8
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_regional_congeneric_10pct,species_error_regional_pool,species_baseline,species_units,8
diplopoda_pitfall,Diplopoda,pitfall-trap,secondary,species_observed_congeneric_10pct,species_error_observed_pool,species_baseline,species_units,9
