taxon_unit,cd_ref,accepted_name,genus,family,observed_in_assemblage,candidate_origin
species:cdref:999108,999108,Scutogona muticum,Scutogona,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227586,227586,Semiosoma bordei,Semiosoma,Craspedosomatidae,FALSE,TAXREF_mainland
species:cdref:227587,227587,Semiosoma devillei,Semiosoma,Craspedosomatidae,FALSE,TAXREF_mainland
species:cdref:227462,227462,Spelaeoglomeris alpina,Spelaeoglomeris,Glomeridae,FALSE,TAXREF_mainland
species:cdref:227463,227463,Spelaeoglomeris doderoi,Spelaeoglomeris,Glomeridae,FALSE,TAXREF_mainland
species:cdref:227464,227464,Spelaeoglomeris jeanneli,Spelaeoglomeris,Glomeridae,FALSE,TAXREF_mainland
species:cdref:227680,227680,Stosatea italica,Stosatea,Paradoxosomatidae,FALSE,TAXREF_mainland
species:cdref:1030771,1030771,Strongylosoma bisulcatum,Strongylosoma,Paradoxosomatidae,FALSE,TAXREF_mainland
species:cdnom:227676,227676,Tachypodoiulus niger,Tachypodoiulus,Julidae,TRUE,observed_RMQS
species:cdref:227614,227614,Thalassisobates littoralis,Thalassisobates,Nemasomatidae,FALSE,TAXREF_mainland
species:cdref:227469,227469,Trachysphaera drescoi,Trachysphaera,Glomeridae,FALSE,TAXREF_mainland
species:cdref:227470,227470,Trachysphaera lobata,Trachysphaera,Glomeridae,FALSE,TAXREF_mainland
species:cdref:227471,227471,Trachysphaera pyrenaica,Trachysphaera,Glomeridae,FALSE,TAXREF_mainland
species:cdref:227615,227615,Trichoblaniulus cavernicola,Trichoblaniulus,Trichoblaniulidae,FALSE,TAXREF_mainland
species:cdref:227616,227616,Trichoblaniulus hirsutus,Trichoblaniulus,Trichoblaniulidae,FALSE,TAXREF_mainland
species:cdref:227617,227617,Trichoblaniulus lanuginosus,Trichoblaniulus,Trichoblaniulidae,FALSE,TAXREF_mainland
species:cdref:227677,227677,Typhloiulus sculterorum,Typhloiulus,Julidae,FALSE,TAXREF_mainland
species:cdref:227560,227560,Vandeleuma vasconicum,Vandeleuma,Vandeleumatidae,FALSE,TAXREF_mainland
species:cdref:227612,227612,Vascoblaniulus cabidochei,Vascoblaniulus,Blaniulidae,FALSE,TAXREF_mainland
species:cdref:227502,227502,Vascosoma coiffaiti,Vascosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227503,227503,Vascosoma duprei,Vascosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227531,227531,Xylophageuma zschokkei,Xylophageuma,Haaseidae,FALSE,TAXREF_mainland
species:cdref:227504,227504,Xystrosoma beatense,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227505,227505,Xystrosoma cassagnaui,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227506,227506,Xystrosoma catalonicum,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227507,227507,Xystrosoma muricum,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:1017148,1017148,Xystrosoma murinum,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227508,227508,Xystrosoma pyrenaicum,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
species:cdref:227509,227509,Xystrosoma tectosagum,Xystrosoma,Chamaesomatidae,FALSE,TAXREF_mainland
